id_categoria,id_test,lat,lon,rumo,velocidade,pan,tilt,zoom
,710008040,-22.904567444474203,-43.15856023269118,148.7,17.2,0.115811117,0.0142222643,0.399448276
,710008040,-22.904567444474203,-43.15856023269118,148.7,17.2,0.115811117,0.0142222643,0.399448276
,710008040,-22.904567444474203,-43.15856023269118,148.7,17.2,0.115811117,0.0142222643,0.399448276
,710008040,-22.904567444474203,-43.15856023269118,148.7,17.2,0.115811117,0.0142222643,0.399448276
,710008040,-22.904567444474203,-43.15856023269118,148.7,17.2,0.115811117,0.0142222643,0.399448276
,710008040,-22.904567444474203,-43.15856023269118,148.7,17.2,0.115811117,0.0142222643,0.399448276
,710008040,-22.904567444474203,-43.15856023269118,148.7,17.2,0.115811117,0.0142222643,0.399448276
,710008040,-22.904567444474203,-43.15856023269118,148.7,17.2,0.115811117,0.0142222643,0.399448276
,710008040,-22.904567444474203,-43.15856023269118,148.7,17.2,0.115811117,0.0142222643,0.399448276
,710008040,-22.904635183643308,-43.158514512778076,148.7,17.2,0.115811117,0.0142222643,0.399448276
,710008040,-22.904635183643308,-43.158514512778076,148.7,17.2,0.115811117,0.0142222643,0.399448276
,710008040,-22.904635183643308,-43.158514512778076,148.7,17.2,0.115811117,0.0142222643,0.399448276
,710008040,-22.904635183643308,-43.158514512778076,148.7,17.2,0.115811117,0.0142222643,0.399448276
,710008040,-22.904635183643308,-43.158514512778076,148.7,17.2,0.115811117,0.0142222643,0.399448276
,710008040,-22.904635183643308,-43.158514512778076,148.7,17.2,0.115811117,0.0142222643,0.399448276
,710008040,-22.904635183643308,-43.158514512778076,148.7,17.2,0.115811117,0.0142222643,0.399448276
,710008040,-22.904635183643308,-43.158514512778076,148.7,17.2,0.115811117,0.0142222643,0.399448276
,710008040,-22.904770661931487,-43.158423072810805,148.7,17.2,0.120799996,0.0136110783,0.387931049
,710008040,-22.904770661931487,-43.158423072810805,148.7,17.2,0.120799996,0.0136110783,0.387931049
,710008040,-22.904770661931487,-43.158423072810805,148.7,17.2,0.120799996,0.0136110783,0.387931049
,710008040,-22.904770661931487,-43.158423072810805,148.7,17.2,0.120799996,0.0136110783,0.387931049
,710008040,-22.904770661931487,-43.158423072810805,148.7,17.2,0.120799996,0.0136110783,0.387931049
,710008040,-22.904770661931487,-43.158423072810805,148.7,17.2,0.120799996,0.0136110783,0.387931049
,710008040,-22.904770661931487,-43.158423072810805,148.7,17.2,0.120799996,0.0136110783,0.387931049
,710008040,-22.904770661931487,-43.158423072810805,148.7,17.2,0.120799996,0.0136110783,0.387931049
,710008040,-22.904838401050558,-43.15837735275665,148.7,17.2,0.120799996,0.0136110783,0.387931049
,710008040,-22.904838401050558,-43.15837735275665,148.7,17.2,0.120799996,0.0136110783,0.387931049
,710008040,-22.904838401050558,-43.15837735275665,148.7,17.2,0.120799996,0.0136110783,0.387931049
,710008040,-22.904838401050558,-43.15837735275665,148.7,17.2,0.120799996,0.0136110783,0.387931049
,710008040,-22.904838401050558,-43.15837735275665,148.7,17.2,0.120799996,0.0136110783,0.387931049
,710008040,-22.904838401050558,-43.15837735275665,148.7,17.2,0.120799996,0.0136110783,0.387931049
,710008040,-22.904838401050558,-43.15837735275665,148.7,17.2,0.120799996,0.0136110783,0.387931049
,710008040,-22.904838401050558,-43.15837735275665,148.7,17.2,0.120799996,0.0136110783,0.387931049
,710008040,-22.904838401050558,-43.15837735275665,148.7,17.2,0.120799996,0.0136110783,0.387931049
,710008040,-22.904838401050558,-43.15837735275665,148.7,17.2,0.120799996,0.0136110783,0.387931049
,710008040,-22.904838401050558,-43.15837735275665,148.7,17.2,0.120799996,0.0136110783,0.387931049
,710008040,-22.904906140152953,-43.158331632655475,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904906140152953,-43.158331632655475,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904906140152953,-43.158331632655475,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904906140152953,-43.158331632655475,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904906140152953,-43.158331632655475,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904906140152953,-43.158331632655475,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904906140152953,-43.158331632655475,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904906140152953,-43.158331632655475,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904906140152953,-43.158331632655475,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904906140152953,-43.158331632655475,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904906140152953,-43.158331632655475,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904906140152953,-43.158331632655475,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904906140152953,-43.158331632655475,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904906140152953,-43.158331632655475,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904906140152953,-43.158331632655475,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904973879238664,-43.15828591250729,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904973879238664,-43.15828591250729,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904973879238664,-43.15828591250729,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904973879238664,-43.15828591250729,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904973879238664,-43.15828591250729,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904973879238664,-43.15828591250729,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904973879238664,-43.15828591250729,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904973879238664,-43.15828591250729,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904973879238664,-43.15828591250729,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904973879238664,-43.15828591250729,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904973879238664,-43.15828591250729,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904973879238664,-43.15828591250729,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904973879238664,-43.15828591250729,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904973879238664,-43.15828591250729,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904973879238664,-43.15828591250729,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904973879238664,-43.15828591250729,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904973879238664,-43.15828591250729,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904973879238664,-43.15828591250729,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904973879238664,-43.15828591250729,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904973879238664,-43.15828591250729,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.904973879238664,-43.15828591250729,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.905041618307695,-43.15824019231208,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.905041618307695,-43.15824019231208,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.905041618307695,-43.15824019231208,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.905041618307695,-43.15824019231208,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.905041618307695,-43.15824019231208,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.905041618307695,-43.15824019231208,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.905041618307695,-43.15824019231208,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.905041618307695,-43.15824019231208,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.905041618307695,-43.15824019231208,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.905041618307695,-43.15824019231208,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.905041618307695,-43.15824019231208,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.905041618307695,-43.15824019231208,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.905041618307695,-43.15824019231208,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.905041618307695,-43.15824019231208,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.905041618307695,-43.15824019231208,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.905041618307695,-43.15824019231208,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.905041618307695,-43.15824019231208,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.905041618307695,-43.15824019231208,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.905041618307695,-43.15824019231208,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.905041618307695,-43.15824019231208,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.905041618307695,-43.15824019231208,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.905041618307695,-43.15824019231208,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.905041618307695,-43.15824019231208,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.905041618307695,-43.15824019231208,148.7,17.2,0.126011103,0.0130332708,0.376697034
,710008040,-22.905041618307695,-43.15824019231208,148.7,17.2,0.126011103,0.0130332708,0.376697034
